N	G	-7.48112
N	L	-5.52317
N	X	-5.19081
N	S	-4.43493
N	f	-5.41898
N	x	-4.74719
N	j	-5.22537
N	7	-4.76018
N	p	-3.96856
N	z	-4.83132
N	v	-5.17884
N	u	-2.6258
N	g	-3.35172
N	3	-3.23392
N	E	-4.01707
N	5	-5.17946
N	e	-2.93243
N	b	-3.69424
N	k	-2.65629
N	t	-3.19999
N	r	-2.86104
N	N	-4.03932
N	n	-2.3607
N	a	-2.02459
N	y	-3.75348
N	d	-3.45944
N	C	-4.84071
N	c	-4.92656
N	o	-2.63005
N	s	-3.59263
N	m	-3.08744
N	h	-3.16286
a	j	-4.99595
a	z	-4.70528
a	v	-4.56876
a	x	-5.02297
a	r	-3.14636
a	p	-3.77591
a	3	-3.08271
a	b	-3.46197
a	g	-3.9187
a	y	-3.77503
a	f	-4.56077
a	t	-3.45786
a	e	-2.9361
a	c	-4.8284
a	C	-5.01007
a	h	-4.48712
a	m	-3.10739
a	a	-1.28133
a	N	-3.26326
a	o	-2.78932
a	d	-3.68953
a	s	-3.33658
a	u	-3.41964
a	k	-3.36713
a	S	-4.60969
a	E	-3.42278
a	n	-2.91256
c	L	-6.30695
c	X	-5.87181
c	E	-3.80251
c	f	-4.8894
c	5	-4.73589
c	p	-3.98972
c	j	-4.43536
c	z	-3.93035
c	v	-4.96475
c	s	-2.76603
c	g	-3.97503
c	y	-3.39646
c	3	-3.33341
c	c	-3.62453
c	C	-4.19092
c	n	-2.73219
c	a	-2.02056
c	t	-3.03746
c	N	-3.47707
c	7	-5.36048
c	e	-2.98659
c	b	-3.60536
c	S	-3.89385
c	d	-3.7257
c	m	-2.82756
c	o	-2.53785
c	k	-2.92878
c	u	-2.9079
c	r	-3.35536
c	h	-4.22266
c	x	-4.86023
o	L	-6.35035
o	X	-5.91456
o	E	-4.11508
o	f	-4.90914
o	5	-4.89169
o	p	-4.23105
o	j	-5.44456
o	z	-4.7883
o	v	-5.22054
o	s	-3.38594
o	g	-3.66291
o	y	-3.97332
o	3	-3.55708
o	c	-4.94912
o	C	-4.71263
o	n	-2.59761
o	a	-2.21948
o	t	-3.05025
o	N	-3.41288
o	7	-5.20628
o	e	-3.50788
o	b	-3.76232
o	S	-4.53767
o	d	-3.51599
o	m	-3.21911
o	o	-1.78238
o	k	-2.83382
o	u	-2.13364
o	r	-3.32204
o	h	-4.10358
o	x	-4.84411
e	X	-5.58431
e	L	-6.26569
e	z	-4.90392
e	5	-5.35195
e	f	-4.70507
e	v	-4.93274
e	p	-3.99953
e	y	-3.3648
e	j	-5.14264
e	3	-2.83061
e	r	-3.22334
e	x	-5.14073
e	C	-4.80028
e	b	-3.39414
e	k	-3.13205
e	s	-3.37738
e	n	-2.75277
e	a	-1.94772
e	S	-4.42491
e	t	-3.04917
e	N	-3.33835
e	7	-5.3211
e	d	-3.54918
e	u	-2.90134
e	c	-4.82298
e	m	-3.0509
e	h	-4.28066
e	o	-3.20126
e	g	-3.87478
e	e	-2.25307
e	E	-2.86027
s	X	-5.33319
s	x	-4.9438
s	p	-3.95382
s	f	-4.65298
s	L	-5.66852
s	j	-4.80508
s	v	-5.11235
s	b	-4.04585
s	z	-4.33064
s	5	-4.38772
s	3	-3.17947
s	y	-3.52206
s	g	-4.40766
s	E	-3.69151
s	N	-3.49656
s	o	-2.50506
s	k	-3.0493
s	n	-2.67399
s	t	-3.1756
s	a	-2.16824
s	u	-2.90155
s	m	-2.97946
s	r	-3.3511
s	C	-3.9302
s	c	-4.1366
s	7	-5.25854
s	d	-3.55472
s	h	-3.92707
s	s	-2.33319
s	S	-3.56023
s	e	-2.988
E	X	-5.48534
E	x	-5.13235
E	p	-4.01381
E	f	-4.85242
E	L	-6.13996
E	j	-5.05674
E	v	-4.79355
E	b	-3.40073
E	z	-4.83093
E	5	-5.223
E	3	-3.00528
E	y	-3.35921
E	g	-4.03091
E	E	-3.05865
E	N	-3.56924
E	o	-3.12132
E	k	-3.2433
E	n	-2.636
E	t	-3.27063
E	a	-1.79057
E	u	-3.08872
E	m	-2.97362
E	r	-3.16577
E	C	-4.67758
E	c	-4.89482
E	7	-5.25886
E	d	-3.47536
E	h	-4.2487
E	s	-3.36935
E	S	-4.51838
E	e	-2.18798
t	L	-7.25375
t	X	-5.63153
t	j	-5.70992
t	z	-4.96798
t	h	-4.6198
t	5	-5.83369
t	v	-5.2961
t	x	-5.15886
t	r	-3.02119
t	p	-4.08205
t	3	-3.08605
t	b	-3.80137
t	g	-4.0314
t	y	-4.23136
t	e	-2.91653
t	d	-3.72766
t	o	-2.37883
t	N	-3.56601
t	7	-5.41572
t	u	-2.73979
t	a	-2.38699
t	m	-3.15354
t	C	-4.54671
t	c	-4.35838
t	k	-3.06181
