T	Z	-7.35932
T	u	-2.8306
T	w	-3.77169
T	l	-3.25345
T	p	-4.38542
T	N	-4.47899
T	n	-3.71245
T	E	-4.0633
T	5	-5.7463
T	b	-3.66765
T	a	-2.34626
T	i	-1.84163
T	t	-2.36851
T	C	-4.4882
T	3	-5.00727
T	y	-3.93385
T	e	-2.72909
T	r	-4.59708
T	x	-6.58817
T	j	-4.25024
T	o	-2.76463
T	g	-4.19848
T	s	-3.01164
T	c	-3.99746
T	m	-4.28625
T	d	-4.10567
T	f	-4.79557
T	T	-4.41136
T	k	-2.7356
T	z	-4.20296
T	v	-6.10701
T	S	-4.46648
T	h	-4.20051
T	7	-6.78709
T	8	-6.65024
E	L	-6.93034
E	e	-1.8599
E	y	-3.44826
E	3	-4.79324
E	b	-2.61974
E	l	-2.43755
E	z	-4.48065
E	t	-4.31429
E	m	-3.24569
E	i	-1.96939
E	C	-6.79226
E	f	-4.90592
E	n	-3.0314
E	o	-3.11794
E	w	-3.41742
E	x	-6.16781
E	E	-3.08141
E	k	-4.00225
E	r	-3.93986
E	u	-3.78672
E	5	-4.94355
E	a	-2.21021
E	N	-4.791
E	d	-4.22764
E	p	-4.77669
E	s	-4.47014
E	T	-5.86249
E	j	-5.14266
E	g	-4.79337
E	c	-5.51704
E	v	-4.68857
E	h	-5.98404
E	S	-5.97419
E	Z	-6.51968
E	8	-7.10425
y	L	-7.01894
y	3	-4.77815
y	b	-4.04298
y	l	-3.03398
y	z	-3.73538
y	t	-4.14613
y	o	-2.90649
y	m	-3.7749
y	u	-3.87713
y	w	-2.7206
y	x	-6.76753
y	i	-1.90772
y	C	-5.76773
y	y	-2.36116
y	E	-3.54824
y	f	-4.61648
y	n	-2.90187
y	e	-2.74594
y	d	-4.48225
y	r	-4.25277
y	k	-4.01901
y	N	-4.48006
y	5	-4.39992
y	g	-5.24523
y	a	-1.7718
y	p	-5.16855
y	s	-3.86636
y	T	-5.61449
y	j	-4.12325
y	c	-4.41402
y	Z	-6.48081
y	v	-5.27246
y	h	-5.90198
y	S	-5.36708
C	m	-4.14556
C	n	-3.54433
C	y	-4.34411
C	k	-3.0579
C	l	-3.85932
C	p	-4.40541
C	s	-2.7233
C	u	-2.42007
C	j	-4.87355
C	3	-4.80571
C	t	-1.99291
C	e	-3.02375
C	a	-2.64216
C	o	-3.00036
C	b	-4.19505
C	5	-5.61989
C	i	-1.74992
C	g	-4.64568
C	c	-3.422
C	w	-3.70078
C	N	-4.85349
C	E	-5.15971
C	T	-4.7499
C	C	-3.62149
C	d	-4.31128
C	z	-4.6353
C	f	-4.67572
C	r	-4.39257
C	S	-4.22262
C	h	-4.59402
C	x	-6.85528
C	7	-6.76438
C	v	-5.49682
i	r	-3.9852
i	e	-2.34785
i	b	-3.84218
i	s	-3.03356
i	u	-3.34998
i	y	-3.60169
i	w	-3.94107
i	n	-3.31025
i	i	-1.09366
i	a	-3.00857
i	o	-3.13861
i	t	-3.3745
i	m	-3.56262
i	E	-3.97134
i	l	-2.71565
i	c	-4.2724
i	z	-4.16851
e	l	-2.64802
e	b	-2.82629
e	g	-4.23551
e	e	-1.91008
e	3	-4.56974
e	r	-4.07471
e	o	-3.49586
e	s	-3.82754
e	u	-3.65911
e	d	-4.24173
e	y	-3.67426
e	t	-3.67493
e	i	-1.65755
e	E	-3.01127
e	f	-5.30702
e	n	-3.29735
e	N	-4.25506
e	a	-2.48993
e	c	-5.06285
e	w	-3.7178
e	j	-5.29326
e	m	-3.06388
e	k	-3.83036
e	z	-4.51342
e	v	-4.95785
e	p	-4.55088
e	C	-6.08803
e	T	-5.62843
e	5	-5.26512
e	S	-5.54075
e	h	-5.17176
N	4	-8.43191
N	X	-8.26839
N	r	-4.55609
N	i	-2.6779
N	d	-3.60322
N	e	-2.63206
N	l	-2.92536
N	w	-4.351
N	x	-5.56433
N	u	-3.14053
N	s	-4.31184
N	N	-4.01987
N	y	-4.04623
N	t	-4.03313
N	E	-4.06795
N	f	-5.61123
N	n	-2.5139
N	o	-2.18109
N	3	-5.59355
N	k	-2.97529
N	5	-5.05822
N	g	-2.89495
N	a	-2.36734
N	b	-2.81217
N	m	-2.64981
N	p	-3.75265
N	j	-5.69804
N	c	-5.48688
N	T	-6.2222
N	h	-3.48361
N	z	-4.91308
N	7	-6.95833
N	v	-5.17555
N	S	-6.35043
N	8	-7.66191
N	L	-5.57694
N	C	-6.63589
N	Z	-8.0458
n	i	-2.59187
n	m	-3.05339
n	3	-4.8941
n	g	-4.56347
n	N	-3.97713
n	w	-3.34141
n	u	-2.83193
n	s	-4.34778
n	a	-2.20687
n	o	-2.153
n	k	-4.83172
n	n	-1.41359
n	f	-5.23137
n	y	-3.75666
n	E	-4.14642
n	5	-4.23815
n	e	-3.40089
n	b	-3.69954
n	z	-4.57502
n	t	-3.49276
n	d	-3.94284
n	v	-5.49508
n	l	-3.45358
n	r	-4.74822
n	p	-5.17187
n	j	-5.61354
n	c	-4.62415
n	h	-4.9013
a	m	-3.77512
a	l	-3.69295
a	u	-3.8303
a	i	-3.11511
a	b	-3.06789
a	n	-3.01859
a	w	-2.97388
a	o	-3.10604
a	a	-0.992795
a	y	-3.48616
a	k	-3.32668
a	e	-3.30629
a	t	-3.90104
a	z	-3.77984
p	e	-2.74305
p	m	-3.63454
p	v	-4.64524
p	i	-2.54088
p	E	-4.29707
p	8	-6.96781
p	N	-3.82363
p	s	-3.49745
p	u	-3.13812
p	t	-3.65707
p	b	-2.5183
p	n	-3.59079
p	w	-3.07958
p	o	-2.68794
p	a	-1.90128
p	p	-2.60391
p	g	-3.74297
p	x	-5.85194
p	k	-2.89838
p	f	-3.43421
p	l	-3.50149
p	y	-4.70125
p	3	-4.69988
p	h	-5.05649
p	T	-6.07906
p	z	-4.46331
p	j	-5.39064
p	r	-4.47062
p	c	-4.94324
p	Z	-7.44383
p	S	-5.50576
p	7	-6.79906
p	d	-3.84644
p	5	-6.1233
p	C	-5.55974
l	w	-4.10929
l	N	-4.27716
l	l	-1.53532
l	u	-3.12761
l	s	-4.52675
l	b	-3.17963
l	e	-2.51054
l	i	-1.84078
l	z	-4.16113
l	t	-4.13396
l	m	-3.42903
l	d	-4.29648
l	o	-2.78573
l	n	-3.28464
l	3	-4.86219
l	r	-3.46898
l	k	-3.82383
l	y	-3.88595
l	a	-2.69981
l	c	-5.19908
l	T	-5.8833
l	p	-4.79072
l	E	-3.30578
l	j	-4.85761
l	5	-5.36742
l	g	-4.51755
l	v	-5.50774
l	L	-6.13171
d	Z	-6.90148
d	e	-2.8892
d	N	-3.74966
d	3	-4.74366
d	j	-4.784
d	c	-4.28076
d	5	-5.22842
d	n	-2.75857
d	l	-3.12476
d	i	-2.37222
d	d	-2.65039
d	u	-2.81337
d	s	-3.79108
d	a	-2.2634
d	o	-2.47541
d	4	-8.89997
d	b	-2.75246
d	E	-4.20356
d	m	-3.53047
d	y	-4.30986
d	g	-3.73641
d	p	-4.30674
d	t	-2.71358
d	f	-5.35626
d	k	-3.48484
d	7	-5.92367
d	r	-4.17057
d	w	-4.03339
d	v	-4.90951
d	z	-4.08902
d	S	-5.74252
d	T	-5.52133
d	8	-7.01041
d	C	-5.54285
d	x	-6.77198
d	h	-4.87615
d	L	-8.80073
s	t	-2.76701
s	k	-3.84668
s	g	-4.8157
s	b	-3.92446
s	N	-5.13652
s	y	-4.06617
s	5	-5.35378
s	E	-4.84526
s	a	-2.82711
s	o	-2.33114
s	s	-1.79313
s	m	-3.95465
s	d	-4.47588
s	i	-1.80156
s	n	-3.23421
s	w	-3.88373
s	u	-2.45722
s	l	-4.15548
s	c	-3.8218
s	j	-5.82095
s	r	-4.74625
s	p	-4.47017
s	7	-6.85331
s	e	-3.02213
s	S	-4.29948
s	T	-5.42224
s	h	-4.0734
s	v	-5.63189
s	3	-5.54651
s	z	-4.58929
s	8	-6.53294
s	x	-6.52417
s	f	-4.43205
s	C	-4.69461
x	b	-3.52616
x	s	-3.24782
x	7	-6.78775
x	y	-3.86325
x	e	-2.99915
x	j	-5.82682
x	n	-3.08509
x	a	-1.95658
x	o	-2.06049
x	E	-3.82758
x	m	-4.08941
x	3	-4.93145
x	l	-3.43054
x	k	-1.87764
x	x	-4.3244
x	w	-4.84071
x	h	-3.85461
x	u	-2.99038
x	i	-3.29447
x	N	-3.40881
x	p	-4.13808
x	g	-3.05287
x	d	-4.4532
x	r	-4.26347
x	T	-5.52283
x	v	-5.05153
x	f	-4.20789
x	z	-4.56147
x	Z	-4.56147
x	5	-5.58643
x	t	-4.95395
x	c	-4.75736
x	C	-6.81177
x	S	-7.17412
x	8	-7.10974
z	e	-3.33294
z	w	-3.87135
z	T	-5.28938
z	i	-2.13922
z	s	-3.69854
z	p	-4.19125
z	r	-4.03801
z	3	-5.40805
z	a	-1.52699
z	o	-2.87362
z	b	-3.64408
z	z	-2.66324
z	f	-4.71483
z	n	-3.04783
z	k	-3.85793
z	E	-4.52367
z	c	-3.99803
z	C	-5.71898
z	v	-5.17218
z	t	-3.99077
z	g	-4.49562
z	m	-4.10732
z	u	-3.25893
z	d	-3.8655
z	h	-5.35663
z	S	-4.61669
z	l	-2.87314
z	Z	-5.98337
z	y	-3.18132
z	5	-4.87069
z	N	-4.80968
z	j	-3.44949
g	p	-3.88069
g	t	-3.71349
g	l	-3.42937
g	k	-2.27382
g	N	-2.64473
g	u	-3.38962
g	s	-4.02829
g	i	-3.40443
g	a	-2.23068
g	o	-1.99281
g	b	-2.89383
g	g	-2.19658
g	f	-5.53425
g	n	-3.28761
g	m	-3.72928
g	d	-3.60379
g	w	-4.46314
g	r	-5.02211
g	S	-6.73894
g	3	-4.68171
g	z	-4.79369
g	c	-4.73149
g	y	-4.97954
g	e	-2.87716
g	T	-5.84317
g	E	-4.57161
g	h	-4.11774
g	C	-5.93444
g	7	-6.32209
g	j	-5.21838
g	x	-5.41291
g	5	-6.0125
g	v	-5.58637
g	L	-6.83308
r	f	-5.64682
r	n	-3.24573
r	y	-3.84886
r	a	-2.33828
r	o	-2.73651
r	r	-3.09465
r	3	-4.63287
r	w	-3.43869
r	i	-1.95449
r	t	-2.72275
r	m	-4.03487
r	d	-4.01401
r	5	-5.22576
r	k	-4.16105
r	l	-2.1809
r	u	-2.85036
r	C	-5.27106
r	c	-4.71189
r	T	-5.80295
r	e	-2.66652
r	E	-3.78045
r	j	-4.64676
r	S	-5.853
r	N	-4.55119
r	p	-4.64
r	s	-3.8717
r	b	-3.13571
r	h	-5.36466
r	g	-4.81962
r	z	-3.94019
r	v	-4.85042
r	x	-6.20455
r	Z	-6.62816
r	8	-6.9575
r	L	-6.42957
5	p	-5.67146
5	t	-3.84496
5	l	-3.27483
5	k	-4.53865
5	N	-3.82327
5	u	-3.05997
5	s	-4.2449
5	i	-2.5362
5	a	-1.85173
5	o	-2.2656
5	b	-3.88772
5	g	-4.9322
5	f	-4.48715
5	n	-1.90533
5	m	-3.25507
5	d	-4.17603
5	w	-3.00308
5	r	-4.58786
5	S	-6.68637
5	3	-5.04365
5	z	-4.38105
5	c	-4.48775
5	y	-3.24746
5	e	-3.21922
5	j	-4.77464
5	E	-3.83211
5	T	-6.61641
5	5	-3.04558
5	h	-6.45853
5	v	-5.35388
5	x	-7.06854
5	C	-6.53101
5	Z	-6.78472
5	7	-7.28202
5	X	-7.06854
5	L	-6.39758
8	3	-4.70744
8	e	-2.71218
8	w	-3.21579
8	t	-3.65247
8	N	-4.29513
8	j	-4.71359
8	s	-2.70475
8	u	-2.64961
8	p	-3.74279
8	d	-4.66634
8	m	-2.98577
8	a	-2.11058
8	o	-2.47978
8	k	-3.99775
8	f	-3.87594
8	n	-2.98339
8	r	-4.21096
8	i	-2.23769
8	y	-4.03759
8	c	-4.72103
8	b	-3.27655
8	x	-6.50371
8	X	-6.50371
8	l	-3.5724
8	z	-3.57082
8	g	-4.6565
8	v	-4.41249
8	E	-4.2452
8	h	-5.26393
8	7	-7.21599
8	C	-4.56508
8	T	-5.76677
8	S	-4.55677
8	5	-5.61399
8	Z	-7.38307
8	8	-6.19965
8	L	-6.09463
c	e	-3.45444
c	w	-3.97254
c	f	-4.80395
c	n	-2.87595
c	5	-4.86725
c	p	-4.82444
c	j	-4.2307
c	a	-1.93874
c	o	-2.62141
c	g	-4.02243
c	b	-3.90168
c	u	-2.82339
c	s	-2.60543
c	t	-2.85684
c	i	-1.98454
c	d	-3.85722
c	m	-4.05048
c	k	-3.18976
c	l	-3.73808
c	T	-5.03469
c	y	-3.56989
c	c	-3.27751
c	r	-4.46748
c	C	-4.67516
c	E	-4.82292
c	v	-5.81984
c	3	-5.17017
c	7	-6.69609
c	N	-4.6799
c	h	-4.78663
c	z	-3.64027
c	S	-4.62732
c	8	-7.10998
c	x	-6.33269
j	b	-3.67596
j	w	-3.70314
j	y	-3.03017
j	c	-4.02803
j	E	-4.44991
j	i	-2.07539
j	l	-2.80572
j	k	-3.49363
j	u	-3.148
j	5	-4.90008
j	e	-3.37015
j	a	-1.57307
j	o	-3.07264
j	f	-4.25739
j	n	-3.15862
j	j	-3.22055
j	p	-4.4261
j	v	-5.09205
j	d	-3.90394
j	g	-4.36279
j	3	-5.25495
j	t	-3.82888
j	s	-4.05777
j	m	-3.8018
j	N	-4.6429
j	z	-3.01396
j	h	-5.71237
j	C	-5.48795
j	r	-4.24012
j	S	-4.63505
j	T	-4.91334
j	Z	-6.07481
v	E	-4.0214
v	n	-3.91471
v	e	-3.11209
v	l	-3.78704
v	y	-4.3834
v	3	-4.88475
v	N	-4.99813
v	w	-1.93746
v	g	-5.0675
v	b	-1.58663
v	m	-3.53407
v	o	-3.46291
v	a	-1.67231
v	u	-3.45933
v	v	-2.96791
v	t	-4.12262
v	S	-6.04929
v	r	-4.45132
v	i	-2.84217
v	d	-4.64688
v	f	-3.98833
v	j	-5.36854
v	p	-4.09623
v	s	-4.43668
v	c	-5.85188
v	z	-4.77964
v	5	-5.59257
v	k	-4.66516
Z	S	-5.10294
Z	n	-3.52082
Z	c	-4.86493
Z	p	-4.50065
Z	z	-3.32323
Z	o	-3.23076
Z	a	-2.07092
Z	i	-1.64367
Z	k	-5.12032
Z	l	-2.33289
Z	d	-3.87734
Z	m	-3.8738
Z	g	-5.72845
Z	e	-2.51402
Z	s	-4.10241
Z	u	-3.9546
Z	b	-3.00226
Z	t	-5.3128
Z	E	-3.48605
Z	j	-3.83696
Z	w	-2.71595
Z	y	-3.298
Z	f	-4.81995
Z	T	-5.61574
Z	r	-3.92092
Z	5	-4.78457
Z	N	-5.35875
Z	v	-4.68904
Z	h	-6.0236
Z	Z	-5.80597
Z	3	-4.57824
Z	C	-5.79303
Z	8	-6.26257
h	8	-7.10316
h	X	-6.74327
h	y	-4.8203
h	T	-4.74143
h	3	-4.8805
h	i	-2.81373
h	v	-5.82534
h	p	-3.97712
h	e	-2.92193
h	n	-2.92938
h	a	-2.53293
h	E	-5.00452
h	b	-4.4041
h	g	-3.13472
h	d	-4.22356
h	h	-2.07719
h	N	-3.08903
h	k	-2.67199
h	l	-4.44979
h	s	-2.79864
h	o	-2.55627
h	m	-5.13642
h	C	-5.03642
h	r	-5.3722
h	z	-5.22087
h	w	-4.69798
h	f	-4.83747
h	u	-2.37289
h	S	-5.63476
h	t	-2.58026
h	7	-5.98217
h	j	-6.02747
h	c	-4.23284
h	5	-6.61919
h	x	-5.35856
S	N	-4.97482
S	S	-3.85451
S	p	-4.69165
S	l	-4.16967
S	E	-4.48878
S	g	-5.32644
S	b	-3.9961
S	i	-1.76622
S	w	-3.20785
S	a	-2.27869
S	o	-2.74496
S	e	-2.8286
S	t	-2.65994
S	s	-2.26692
S	u	-2.83976
S	m	-3.41438
S	f	-4.24649
S	c	-3.73267
S	3	-4.86895
S	d	-4.52372
S	y	-4.04549
S	r	-4.60763
S	z	-3.76987
S	C	-4.22248
S	k	-4.74661
S	T	-4.99026
S	h	-4.94388
S	j	-4.08946
S	v	-4.90256
S	n	-3.37392
S	8	-6.79372
S	5	-5.51597
X	m	-5.20357
X	b	-5.35277
X	y	-4.23709
X	c	-4.29468
X	s	-2.56674
X	k	-1.9252
X	t	-2.77917
X	i	-2.1424
X	n	-4.39645
X	f	-3.67142
X	N	-3.66245
X	h	-3.72798
X	o	-3.09647
X	a	-2.03629
X	e	-2.87178
X	u	-3.08562
X	3	-5.12533
X	l	-5.97175
X	j	-4.52571
X	E	-4.81275
X	r	-3.55516
X	g	-2.85929
X	d	-5.31059
X	v	-5.73264
X	T	-4.33154
X	w	-5.30736
X	z	-5.27605
X	p	-3.85264
X	x	-4.68818
X	S	-6.1382
X	Z	-6.1382
X	7	-5.12533
L	L	-2.96994
L	X	-4.26884
L	t	-5.67971
L	d	-4.87716
L	e	-2.77707
L	c	-5.42205
L	N	-3.12243
L	b	-3.82216
L	g	-4.26884
L	n	-2.04601
L	f	-6.27535
L	i	-2.01593
L	v	-5.75026
L	l	-2.15417
L	x	-7.58564
L	w	-3.61923
L	o	-2.8432
L	4	-7.01481
L	a	-2.30756
L	y	-3.4813
L	j	-6.30141
L	T	-7.34562
L	m	-3.72317
L	r	-3.73292
L	E	-3.05719
L	k	-4.01153
L	u	-4.38187
L	z	-3.63547
L	s	-4.51569
L	3	-4.93706
L	p	-6.7697
L	5	-4.61736
L	C	-7.87065
L	8	-7.08097
L	7	-7.08097
L	S	-4.51569
L	h	-7.58564
q	N	-2.77169
q	x	-4.12234
q	e	-2.02196
q	t	-5.85463
q	c	-2.95833
q	a	-2.45048
q	o	-3.31718
q	C	-3.27545
q	u	-5.78036
q	s	-1.62854
q	g	-3.67629
q	b	-3.55598
q	i	-2.77857
q	k	-1.7727
4	7	-5.50009
4	f	-2.38184
4	E	-4.07629
4	m	-3.42969
4	y	-3.69304
4	3	-3.51392
4	k	-5.85249
4	t	-3.84986
4	w	-2.42762
4	g	-3.86767
4	b	-1.96968
4	N	-2.6421
4	u	-4.50435
4	l	-7.06314
4	d	-4.01937
4	4	-4.06078
4	o	-3.35908
4	a	-2.10657
4	e	-2.48854
4	i	-3.71804
4	z	-3.65388
4	n	-3.10487
